 ,Label,Area1,Channel,Mean1,StdDev1,Mode1,Min1,Max1,X1,Y1,Perim.1,BX1,BY1,Width1,Height1,Circ.1,Feret1,IntDen1,%Area1,RawIntDen1,FeretX1,FeretY1,FeretAngle1,MinFeret1,AR1,Round1,Solidity1,MinThr1,MaxThr1
69,pvc_nilre,114315368,B,0,0,0,0,0,12034.438,7609.62,1480175,0,0,24663.637,21618.182,0.000656,31114.869,0,0,0,8,2118,37.784,21618.182,2.428,0.412,0.243,0,255
72,pvc_nilre,247426192,B,0,0,0,0,0,16112.314,8950.07,7114241,0,0,24727.273,21618.182,6.14E-05,32844.844,0,0,0,0,0,138.838,21618.182,1.237,0.808,0.495,0,255
68,pvc_nilre,114315368,G,0,0,0,0,0,12034.438,7609.62,1480175,0,0,24663.637,21618.182,0.000656,31114.869,0,0,0,8,2118,37.784,21618.182,2.428,0.412,0.243,0,255
71,pvc_nilre,247426192,G,0,0,0,0,0,16112.314,8950.07,7114241,0,0,24727.273,21618.182,6.14E-05,32844.844,0,0,0,0,0,138.838,21618.182,1.237,0.808,0.495,0,255
67,pvc_nilre,114315368,R,18.657,25.41,8,8,180,12034.438,7609.62,1480175,0,0,24663.637,21618.182,0.000656,31114.869,2132781952,100,25806662,8,2118,37.784,21618.182,2.428,0.412,0.243,0,255
70,pvc_nilre,247426192,R,0.704,0.456,1,0,1,16112.314,8950.07,7114241,0,0,24727.273,21618.182,6.14E-05,32844.844,174186032,70.399,2107651,0,0,138.838,21618.182,1.237,0.808,0.495,0,255
