 ,Label,Area1,Channel,Mean1,StdDev1,Mode1,Min1,Max1,X1,Y1,Perim.1,BX1,BY1,Width1,Height1,Circ.1,Feret1,IntDen1,%Area1,RawIntDen1,FeretX1,FeretY1,FeretAngle1,MinFeret1,AR1,Round1,Solidity1,MinThr1,MaxThr1
87,pe102_fitc,46589008,B,21.97,5.313,18,3,39,9085.783,6595.724,45623.383,0,0,15390.909,17281.818,0.281,19666.551,1023565760,100,12385146,80,137,129.636,14932.167,1.49,0.671,0.231,0,255
90,pe102_fitc,43146364,B,22.664,4.832,20,0,39,6857.583,7718.111,57853.223,0,0,20000,18700,0.162,27096.244,977873664,99.695,11832271,43,0,136.359,16577.473,1.332,0.751,0.154,0,255
86,pe102_fitc,46589008,G,142.74,34.012,119,23,254,9085.783,6595.724,45623.383,0,0,15390.909,17281.818,0.281,19666.551,6650131968,100,80466592,80,137,129.636,14932.167,1.49,0.671,0.231,0,255
89,pe102_fitc,43146364,G,147.196,31.003,131,0,254,6857.583,7718.111,57853.223,0,0,20000,18700,0.162,27096.244,6350957568,99.805,76846584,43,0,136.359,16577.473,1.332,0.751,0.154,0,255
85,pe102_fitc,46589008,R,0,0,0,0,0,9085.783,6595.724,45623.383,0,0,15390.909,17281.818,0.281,19666.551,0,0,0,80,137,129.636,14932.167,1.49,0.671,0.231,0,255
88,pe102_fitc,43146364,R,0.464,8.902,0,0,255,6857.583,7718.111,57853.223,0,0,20000,18700,0.162,27096.244,20032976,0.305,242399,43,0,136.359,16577.473,1.332,0.751,0.154,0,255
