 ,Label,Area1,Channel,Mean1,StdDev1,Mode1,Min1,Max1,X1,Y1,Perim.1,BX1,BY1,Width1,Height1,Circ.1,Feret1,IntDen1,%Area1,RawIntDen1,FeretX1,FeretY1,FeretAngle1,MinFeret1,AR1,Round1,Solidity1,MinThr1,MaxThr1
75,om_nilre,92357104,B,0,0,0,0,0,15440.939,8463.137,2295888,0,0,24045.455,21309.092,0.00022,30888.498,0,0,0,86,24,137.374,21309.092,1.212,0.825,0.183,0,255
78,om_nilre,54268180,B,0,0,0,0,0,7161.654,8349.637,2351475.5,0,0,24163.637,21227.273,0.000123,30876.107,0,0,0,74,2224,40.594,21227.273,1.194,0.838,0.111,0,255
74,om_nilre,92357104,G,0,0,0,0,0,15440.939,8463.137,2295888,0,0,24045.455,21309.092,0.00022,30888.498,0,0,0,86,24,137.374,21309.092,1.212,0.825,0.183,0,255
77,om_nilre,54268180,G,0,0,0,0,0,7161.654,8349.637,2351475.5,0,0,24163.637,21227.273,0.000123,30876.107,0,0,0,74,2224,40.594,21227.273,1.194,0.838,0.111,0,255
73,om_nilre,92357104,R,11.983,12.672,2,2,61,15440.939,8463.137,2295888,0,0,24045.455,21309.092,0.00022,30888.498,1106727040,100,13391397,86,24,137.374,21309.092,1.212,0.825,0.183,0,255
76,om_nilre,54268180,R,10.03,13.015,2,2,255,7161.654,8349.637,2351475.5,0,0,24163.637,21227.273,0.000123,30876.107,544327040,100,6586357,74,2224,40.594,21227.273,1.194,0.838,0.111,0,255
